"","n.gram","counts"
"13330","referring",12
"13331","refers",5
"13332","refill",3
"13333","refilled",2
"13334","refined",3
"13335","refinery",3
"13336","reflect",17
"13337","reflected",8
"13338","reflecting",6
"13339","reflection",12
"13340","reflections",2
"13341","reflective",2
"13342","reflects",11
"13343","refocus",2
"13344","reform",18
"13345","reforms",9
"13346","refracting",3
"13347","refrain",3
"13348","refreshed",2
"13349","refresher",2
"13350","refreshing",3
"13351","refreshments",3
"13352","refrigerator",8
"13353","refuge",2
"13354","refugee",2
"13355","refugees",3
"13356","refund",4
"13357","refusal",6
"13358","refuse",18
"13359","refused",22
"13360","refuses",5
"13361","refusing",6
"13362","regain",4
"13363","regained",2
"13364","regaining",2
"13365","regale",2
"13366","regard",10
"13367","regarded",10
"13368","regarding",20
"13369","regardless",22
"13370","regards",9
"13371","regency",2
"13372","regenerates",2
"13373","regeneration",7
"13374","regents",2
"13375","reggae",3
"13376","reggie",4
"13377","regime",11
"13378","regimen",2
"13379","regiment",6
"13380","regimental",2
"13381","regina",2
"13382","reginald",2
"13383","regio",3
"13384","region",27
"13385","regional",30
"13386","regionals",2
"13387","regions",9
"13388","register",7
"13389","registered",12
"13390","registering",2
"13391","registers",4
"13392","registration",14
"13393","regret",11
"13394","regrets",5
"13395","regretting",2
"13396","regular",56
"13397","regularly",28
"13398","regulars",3
"13399","regulate",2
"13400","regulated",5
"13401","regulation",7
"13402","regulations",13
"13403","regulators",4
"13404","regulatory",4
"13405","rehab",2
"13406","rehabilitation",3
"13407","rehearsal",2
"13408","rehearsals",3
"13409","rehearse",2
"13410","rehearsed",2
"13411","rehearsing",3
"13412","rehydrate",2
"13413","reid",6
"13414","reigle",2
"13415","reign",4
"13416","reigning",3
"13417","reigns",2
"13418","reimbursement",3
"13419","rein",2
"13420","reina",2
"13421","reincarnated",2
"13422","reindeer",2
"13423","reinforce",4
"13424","reinforced",4
"13425","reinforcing",2
"13426","reiter",2
"13427","reject",6
"13428","rejected",14
"13429","rejecting",3
"13430","rejection",3
"13431","rejections",2
"13432","rejoice",5
"13433","rejoicing",3
"13434","rejuvenating",2
"13435","rel",4
"13436","relate",7
"13437","related",43
"13438","relates",4
"13439","relating",2
"13440","relation",7
"13441","relations",19
"13442","relationship",67
"13443","relationships",20
"13444","relative",5
"13445","relatively",21
"13446","relatives",10
"13447","relax",7
"13448","relaxed",10
"13449","relaxing",15
"13450","relay",5
"13451","release",67
"13452","released",54
"13453","releases",9
"13454","releasing",9
"13455","relent",2
"13456","relented",2
"13457","relentless",3
"13458","relentlessly",4
"13459","relevance",2
"13460","relevant",10
"13461","reliable",7
"13462","reliance",4
"13463","relics",2
"13464","relied",7
"13465","relief",20
"13466","relies",3
"13467","relieve",2
"13468","relieved",6
"13469","reliever",3
"13470","religion",20
"13471","religions",2
"13472","religious",31
"13473","religiously",3
"13474","relinquish",2
"13475","relish",2
"13476","relished",2
"13477","relocating",2
"13478","relocations",2
"13479","reluctance",2
"13480","reluctant",4
"13481","rely",10
"13482","relying",6
"13483","remain",42
"13484","remainder",6
"13485","remained",20
"13486","remaining",22
"13487","remains",37
"13488","remake",6
"13489","remark",2
"13490","remarkable",6
"13491","remarkably",5
"13492","remarked",3
"13493","remarking",2
"13494","remarks",11
"13495","remedies",4
"13496","remedy",5
"13497","remember",146
"13498","remembered",20
"13499","remembering",7
"13500","remembers",6
"13501","remembrance",5
"13502","remind",19
"13503","reminded",21
"13504","reminder",9
"13505","reminders",2
"13506","reminding",5
"13507","reminds",16
"13508","reminisce",2
"13509","reminiscent",4
"13510","remix",4
"13511","remnants",3
"13512","remodel",4
"13513","remorse",3
"13514","remote",9
"13515","remotely",2
"13516","removal",7
"13517","removals",2
"13518","remove",40
"13519","removed",27
"13520","removes",2
"13521","removing",13
"13522","renaissance",3
"13523","renamed",3
"13524","renaming",2
"13525","render",5
"13526","rendered",4
"13527","rendezvous",2
"13528","rendition",2
"13529","renee",2
"13530","renegotiate",2
"13531","renegotiated",2
"13532","renegotiation",2
"13533","renew",3
"13534","renewable",5
"13535","renewal",5
"13536","renewed",3
"13537","renewing",2
"13538","reno",3
"13539","renovating",3
"13540","renovation",4
"13541","renowned",8
"13542","rent",11
"13543","rental",4
"13544","rentals",3
"13545","rented",3
"13546","renteria",3
"13547","renters",3
"13548","renting",3
"13549","rents",3
"13550","reopen",4
"13551","reopened",2
"13552","reorganization",3
"13553","rep",19
"13554","repair",12
"13555","repaired",2
"13556","repairing",3
"13557","repairs",2
"13558","repeal",3
"13559","repeat",19
"13560","repeated",12
"13561","repeatedly",16
"13562","repeating",4
"13563","repeats",2
"13564","repentance",2
"13565","repercussions",2
"13566","replace",13
"13567","replaced",28
"13568","replacement",14
"13569","replacer",2
"13570","replacing",7
"13571","replay",4
"13572","replied",15
"13573","reply",3
"13574","replying",4
"13575","repo",69
"13576","repoed",52
"13577","repoedly",4
"13578","repoer",21
"13579","repoers",16
"13580","repoing",8
"13581","repos",39
"13582","repot",2
"13583","represent",24
"13584","representation",3
"13585","representative",10
"13586","representatives",11
"13587","represented",8
"13588","representing",10
"13589","represents",21
"13590","repressed",3
"13591","repression",2
"13592","reproduction",3
"13593","reps",5
"13594","reptile",3
"13595","republic",8
"13596","republican",43
"13597","republicans",27
"13598","republics",2
"13599","repulsed",2
"13600","reputation",17
"13601","reputed",2
"13602","request",42
"13603","requested",17
"13604","requesting",4
"13605","requests",15
"13606","require",29
"13607","required",50
"13608","requirement",8
"13609","requirements",19
"13610","requires",22
"13611","requiring",14
"13612","rerun",2
"13613","rescue",12
"13614","research",63
"13615","researched",2
"13616","researcher",4
"13617","researchers",13
"13618","researching",3
"13619","resemblance",2
"13620","resembled",2
"13621","reservation",4
"13622","reservations",10
"13623","reserve",23
"13624","reserved",4
"13625","reserves",2
"13626","reservoir",6
"13627","reset",2
"13628","reside",4
"13629","residence",7
"13630","resident",19
"13631","residential",10
"13632","residents",43
"13633","resides",2
"13634","residual",2
"13635","resign",6
"13636","resignation",6
"13637","resigned",7
"13638","resilient",3
"13639","resist",15
"13640","resistance",9
"13641","resisted",3
"13642","resisting",4
"13643","reso",13
"13644","resoing",2
"13645","resolution",16
"13646","resolutions",5
"13647","resolve",10
"13648","resolved",5
"13649","resolving",2
"13650","resonance",2
"13651","resonates",2
"13652","resource",7
"13653","resourceful",2
"13654","resources",27
"13655","respect",32
"13656","respectable",3
"13657","respected",2
"13658","respectful",4
"13659","respective",5
"13660","respectively",4
"13661","respects",3
"13662","respiratory",2
"13663","respite",3
"13664","respond",22
"13665","responded",15
"13666","responding",6
"13667","responds",2
"13668","response",51
"13669","responses",7
"13670","responsibilities",5
"13671","responsibility",34
"13672","responsible",32
"13673","responsibly",2
"13674","rest",113
"13675","resta",2
"13676","restaurant",55
"13677","restaurants",17
"13678","rested",4
"13679","resting",7
"13680","restitution",2
"13681","resto",2
"13682","restoration",3
"13683","restore",13
"13684","restored",9
"13685","restrained",5
"13686","restraining",5
"13687","restraint",4
"13688","restrict",4
"13689","restricted",5
"13690","restriction",5
"13691","restrictions",4
"13692","restrictive",4
"13693","restroom",5
"13694","restrooms",3
"13695","restructuring",9
"13696","rests",5
"13697","result",57
"13698","resulted",7
"13699","resulting",11
"13700","results",54
"13701","resume",6
"13702","resumed",3
"13703","resumes",2
"13704","resumption",2
"13705","resurfaced",2
"13706","resurrect",2
"13707","resurrected",6
"13708","resurrection",12
"13709","retail",22
"13710","retailers",6
"13711","retain",9
"13712","retained",2
"13713","retaining",4
"13714","retains",2
"13715","retarded",4
"13716","retention",3
"13717","retire",4
"13718","retired",18
"13719","retiree",2
"13720","retirees",2
"13721","retirement",21
"13722","retires",2
"13723","retiring",4
"13724","retreat",6
"13725","retreats",2
"13726","retrieve",5
"13727","retrieved",2
"13728","retro",5
"13729","retrofit",2
"13730","retrospect",4
"13731","return",82
"13732","returned",43
"13733","returning",15
"13734","returns",24
"13735","retweet",2
"13736","reuben",4
"13737","reunion",5
"13738","reunited",4
"13739","reuniting",2
"13740","reuse",2
"13741","reuters",4
"13742","rev",3
"13743","reve",5
"13744","reveal",11
"13745","revealed",22
"13746","revealing",4
"13747","reveals",6
"13748","revelation",21
"13749","revelations",4
"13750","revenge",3
"13751","revenue",22
"13752","revenues",8
"13753","revered",3
"13754","reverence",3
"13755","reverse",11
"13756","reversed",2
"13757","review",59
"13758","reviewed",10
"13759","reviewer",2
"13760","reviewers",2
"13761","reviewing",3
"13762","reviews",19
"13763","revise",2
"13764","revised",6
"13765","revising",2
"13766","revision",7
"13767","revisions",2
"13768","revisit",2
"13769","revitalize",2
"13770","revival",2
"13771","revive",3
"13772","revived",2
"13773","revoke",2
"13774","revoked",2
"13775","revolt",2
"13776","revolution",18
"13777","revolutionary",10
"13778","revolved",2
"13779","revolver",2
"13780","revolving",2
"13781","revving",2
"13782","reward",10
"13783","rewarded",2
"13784","rewarding",4
"13785","rewards",7
"13786","rewrite",2
"13787","rewriting",2
"13788","rex",2
"13789","rg",2
"13790","rhetoric",4
"13791","rhino",3
"13792","rhode",4
"13793","rhodes",2
"13794","rhubarb",2
"13795","rhyme",3
"13796","rhymes",3
"13797","rhythm",6
"13798","rhythms",4
"13799","rib",3
"13800","ribbon",21
"13801","ribbons",5
"13802","ribs",4
"13803","ric",2
"13804","rican",2
"13805","ricardo",3
"13806","rice",39
"13807","rich",36
"13808","richard",28
"13809","richards",2
"13810","richardson",3
"13811","richer",4
"13812","riches",3
"13813","richie",3
"13814","richly",2
"13815","richmond",5
"13816","richness",2
"13817","richter",2
"13818","rick",19
"13819","ricker",2
"13820","rickey",2
"13821","rickshaw",2
"13822","ricky",4
"13823","rico",4
"13824","ricotta",7
"13825","rid",19
"13826","ridden",3
"13827","riddhe",2
"13828","riddled",3
"13829","ride",42
"13830","rider",5
"13831","riders",4
"13832","ridge",13
"13833","ridgeville",3
"13834","ridicule",2
"13835","ridiculous",12
"13836","ridiculously",4
"13837","riding",19
"13838","ridley",3
"13839","riff",5
"13840","rifle",8
"13841","rifles",2
"13842","rift",2
"13843","rig",5
"13844","right",508
"13845","righteous",3
"13846","righteousness",4
"13847","rightful",2
"13848","rightly",8
"13849","rights",61
"13850","rigid",3
"13851","rigorous",4
"13852","rigs",3
"13853","rihanna",6
"13854","rilke",2
"13855","rim",4
"13856","ring",41
"13857","rings",9
"13858","rinse",13
"13859","rio",4
"13860","rios",2
"13861","riot",8
"13862","rip",6
"13863","ripe",8
"13864","ripped",7
"13865","ripping",4
"13866","ripple",2
"13867","rise",35
"13868","risen",9
"13869","rises",10
"13870","rising",24
"13871","risk",52
"13872","riskier",2
"13873","risking",2
"13874","risks",11
"13875","risky",5
"13876","risotto",3
"13877","rita",2
"13878","rite",5
"13879","rites",2
"13880","ritter",3
"13881","ritual",2
"13882","rituals",2
"13883","ritz",4
"13884","riu",2
"13885","riva",2
"13886","rival",8
"13887","rivalry",5
"13888","rivals",9
"13889","river",51
"13890","rivera",3
"13891","rivers",10
"13892","rm",2
"13893","rnc",2
"13894","road",141
"13895","roadblocks",3
"13896","roads",14
"13897","roadside",3
"13898","roadway",3
"13899","roaming",3
"13900","roanoke",2
"13901","roar",4
"13902","roared",2
"13903","roaring",5
"13904","roast",9
"13905","roasted",8
"13906","roasting",4
"13907","rob",19
"13908","robbed",3
"13909","robberies",2
"13910","robbery",8
"13911","robbins",3
"13912","robe",39
"13913","robeo",2
"13914","robes",8
"13915","robeson",5
"13916","robin",7
"13917","robinso",2
"13918","robinson",15
"13919","robot",6
"13920","robots",2
"13921","robust",5
"13922","rochester",3
"13923","rock",83
"13924","rockaway",2
"13925","rocker",2
"13926","rocket",6
"13927","rockets",3
"13928","rocki",3
"13929","rockies",8
"13930","rocking",7
"13931","rocklahoma",8
"13932","rocks",15
"13933","rockside",2
"13934","rocky",11
"13935","rod",2
"13936","rode",2
"13937","rodeo",4
"13938","rodgers",2
"13939","rodham",2
"13940","rodney",2
"13941","rodriguez",3
"13942","rods",5
"13943","roger",8
"13944","rogers",3
"13945","rogue",12
"13946","roland",2
"13947","role",57
"13948","roles",10
"13949","roll",31
"13950","rolle",2
"13951","rolled",15
"13952","roller",5
"13953","rolling",22
"13954","rolls",13
"13955","romaine",2
"13956","roman",16
"13957","romance",16
"13958","romania",2
"13959","romans",6
"13960","romantic",15
"13961","rome",9
"13962","romney",52
"13963","ron",13
"13964","ronald",6
"13965","ronan",2
"13966","rondo",2
"13967","ronnie",2
"13968","ronny",3
"13969","roo",3
"13970","roof",13
"13971","rookie",8
"13972","room",192
"13973","roomful",2
"13974","roommate",5
"13975","rooms",20
"13976","roomy",2
"13977","rooney",2
"13978","roosevelt",3
"13979","root",22
"13980","rooted",6
"13981","rooting",6
"13982","roots",11
"13983","rope",3
"13984","ropes",3
"13985","rosa",2
"13986","rosalind",2
"13987","roscoe",2
"13988","rose",47
"13989","rosemary",6
"13990","roses",12
"13991","rosette",2
"13992","ross",12
"13993","rossi",4
"13994","roster",11
"13995","rosters",2
"13996","rot",2
"13997","rotated",2
"13998","rotation",4
"13999","roth",2
"14000","rothko",4
"14001","rotten",3
"14002","rouge",5
"14003","rough",21
"14004","roughly",13
"14005","round",87
"14006","rounded",4
"14007","rounder",4
"14008","rounding",2
"14009","rounds",8
"14010","roundtable",3
"14011","roundup",2
"14012","roused",2
"14013","route",29
"14014","routes",9
"14015","routine",14
"14016","routinely",2
"14017","routines",6
"14018","roux",5
"14019","rover",2
"14020","roving",2
"14021","row",32
"14022","rowan",6
"14023","rowe",2
"14024","rowing",3
"14025","rowland",2
"14026","rowley",2
"14027","rows",10
"14028","roxbury",2
"14029","roy",14
"14030","royal",25
"14031","royals",3
"14032","royalties",5
"14033","rpg",3
"14034","rquez",2
"14035","rs",2
"14036","rub",9
"14037","rubbed",2
"14038","rubber",3
"14039","rubbery",2
"14040","rubbing",7
"14041","rubbish",2
"14042","rubble",9
"14043","rubio",5
"14044","rubs",3
"14045","ruby",5
"14046","rude",7
"14047","rudimentary",2
"14048","rudy",3
"14049","rue",2
"14050","ruffle",5
"14051","ruffled",3
"14052","ruffles",2
"14053","rufus",5
"14054","rug",4
"14055","rugby",6
"14056","ruger",2
"14057","rugged",5
"14058","rugs",2
"14059","ruhlma",2
"14060","rui",2
"14061","ruin",9
"14062","ruined",6
"14063","ruins",2
"14064","rule",44
"14065","ruled",16
"14066","ruler",3
"14067","rulers",3
"14068","rules",57
"14069","ruling",23
"14070","rulings",3
"14071","rum",5
"14072","rumble",2
"14073","rumbling",2
"14074","rumblings",2
"14075","rumen",2
"14076","rummage",3
"14077","rummaging",3
"14078","rumors",5
"14079","rumours",4
"14080","run",214
"14081","runaway",4
"14082","runner",11
"14083","runners",9
"14084","running",121
"14085","runoff",2
"14086","runs",60
"14087","runway",3
"14088","rural",18
"14089","rush",20
"14090","rushed",7
"14091","rushes",3
"14092","rushing",7
"14093","russa",2
"14094","russell",12
"14095","russia",9
"14096","russian",6
"14097","russo",5
"14098","rust",2
"14099","rustenburg",2
"14100","rustic",5
"14101","rusty",4
"14102","rut",4
"14103","rutgers",11
"14104","ruth",7
"14105","rutherford",3
"14106","ruthie",2
"14107","ruthless",3
"14108","rutland",2
"14109","rv",6
"14110","rwanda",2
"14111","rwandan",2
"14112","ry",2
"14113","ryan",16
"14114","rye",10
"14115","s",112
"14116","sa",10
"14117","sabathia",2
"14118","sabyasachi",2
"14119","sac",3
"14120","sacco",3
"14121","sachs",2
"14122","sack",3
"14123","sacramento",15
"14124","sacred",7
"14125","sacrifice",13
"14126","sacrificed",4
"14127","sacrificing",2
"14128","sacrilegious",2
"14129","sad",48
"14130","saddle",2
"14131","sadie",2
"14132","sadly",26
"14133","sadness",6
"14134","safari",3
"14135","safe",58
"14136","safely",7
"14137","safer",10
"14138","safest",3
"14139","safety",37
"14140","saffron",3
"14141","saga",3
"14142","sage",5
"14143","saharawi",2
"14144","saic",2
"14145","sail",3
"14146","sailed",2
"14147","sailing",3
"14148","sails",3
"14149","saint",10
"14150","saints",6
"14151","saison",4
"14152","sajid",2
"14153","sake",13
"14154","saki",2
"14155","salad",31
"14156","salads",7
"14157","salamanca",2
"14158","salamander",2
"14159","salaries",10
"14160","salary",12
"14161","sale",49
"14162","saleable",2
"14163","salem",3
"14164","sales",62
"14165","salesman",2
"14166","sally",5
"14167","salmon",10
"14168","salon",11
"14169","salsa",11
"14170","salt",41
"14171","salted",6
"14172","salty",2
"14173","saltzburg",3
"14174","salvage",2
"14175","salvation",13
"14176","salvo",2
"14177","sam",14
"14178","samad",3
"14179","samaria",2
"14180","samba",3
"14181","samberg",3
"14182","sammons",2
"14183","sammy",2
"14184","sample",13
"14185","sampled",3
"14186","sampler",2
"14187","samples",8
"14188","sampling",4
"14189","samsung",2
"14190","samuel",6
"14191","san",71
"14192","sanchez",11
"14193","sanction",4
"14194","sanctioned",2
"14195","sanctions",2
"14196","sanctuary",6
"14197","sand",19
"14198","sandals",5
"14199","sanderson",6
"14200","sandf",2
"14201","sandie",2
"14202","sandler",3
"14203","sandoval",3
"14204","sandra",3
"14205","sands",2
"14206","sandusky",5
"14207","sandwich",18
"14208","sandwiches",11
"14209","sandy",13
"14210","sang",8
"14211","sanitize",2
"14212","sanitizer",2
"14213","sanity",5
"14214","sanjay",2
"14215","sank",4
"14216","sanmina",2
"14217","sans",2
"14218","santa",41
"14219","santana",3
"14220","santorum",16
"14221","sao",3
"14222","sap",3
"14223","sappy",3
"14224","saps",2
"14225","sara",7
"14226","sarah",27
"14227","sarasota",2
"14228","saratoga",2
"14229","sarawak",3
"14230","sarcasm",3
"14231","sarcastic",2
"14232","sardines",3
"14233","saree",5
"14234","sarkozy",2
"14235","sassy",2
"14236","sat",52
"14237","satan",3
"14238","satellite",3
"14239","satin",3
"14240","satire",4
"14241","satisfaction",8
"14242","satisfied",10
"14243","satisfy",6
"14244","satisfying",10
"14245","satur",2
"14246","saturated",4
"14247","saturday",103
"14248","saturdays",5
"14249","sauce",47
"14250","saucepan",3
"14251","saudi",3
"14252","saunders",2
"14253","sausage",10
"14254","saute",5
"14255","sauteed",2
"14256","sauvignon",3
"14257","savage",3
"14258","savannah",4
"14259","save",64
"14260","saved",30
"14261","saves",11
"14262","saving",13
"14263","savings",12
"14264","savior",7
"14265","savor",3
"14266","savoring",2
"14267","savory",2
"14268","savvy",2
"14269","saw",148
"14270","saxon",3
"14271","say",422
"14272","sayi",2
"14273","saying",112
"14274","says",214
"14275","sb",2
"14276","sc",4
"14277","scabies",2
"14278","scale",20
"14279","scales",5
"14280","scaling",4
"14281","scallions",3
"14282","scallop",4
"14283","scalloped",3
"14284","scalloping",2
"14285","scallops",2
"14286","scalp",2
"14287","scam",2
"14288","scammers",2
"14289","scams",4
"14290","scan",8
"14291","scandal",10
"14292","scandalous",2
"14293","scandals",3
"14294","scanned",5
"14295","scanner",3
"14296","scanning",2
"14297","scans",3
"14298","scapular",2
"14299","scar",3
"14300","scarce",3
"14301","scare",7
"14302","scared",18
"14303","scares",4
"14304","scarf",3
"14305","scarlett",3
"14306","scarred",3
"14307","scarring",2
"14308","scars",4
"14309","scarves",5
"14310","scary",18
"14311","scattered",8
"14312","scenario",7
"14313","scenarios",4
"14314","scene",81
"14315","scenery",7
"14316","scenes",19
"14317","scenic",5
"14318","scent",9
"14319","schedule",22
"14320","scheduled",33
"14321","scheduling",2
"14322","scheme",15
"14323","schemes",4
"14324","schiano",2
"14325","schindler",2
"14326","schleigh",3
"14327","schmidt",3
"14328","schmitt",2
"14329","scholar",3
"14330","scholars",2
"14331","scholarship",8
"14332","scholarships",4
"14333","scholz",2
"14334","school",398
"14335","schoolgirl",2
"14336","schoolhouse",3
"14337","schooling",2
"14338","schools",82
"14339","schube",3
"14340","schultz",2
"14341","schurick",2
"14342","schwab",4
"14343","schwaz",2
"14344","sci",3
"14345","science",47
"14346","sciences",3
"14347","scientific",18
"14348","scientist",9
"14349","scientists",14
"14350","scioscia",2
"14351","scissors",4
"14352","scones",3
"14353","scooby",3
"14354","scoop",5
"14355","scooped",2
"14356","scoot",2
"14357","scooter",4
"14358","scope",8
"14359","scorching",2
"14360","score",24
"14361","scored",34
"14362","scorer",5
"14363","scores",12
"14364","scoring",13
"14365","scorned",2
"14366","scotland",11
"14367","scott",18
"14368","scottish",8
"14369","scottrade",2
"14370","scottsdale",5
"14371","scouring",2
"14372","scout",4
"14373","scouting",2
"14374","scouts",3
"14375","scramble",4
"14376","scrambled",2
"14377","scrambling",2
"14378","scrap",10
"14379","scrapbook",4
"14380","scrapbooking",4
"14381","scrape",2
"14382","scrapping",7
"14383","scrappy",2
"14384","scraps",6
"14385","scratch",10
"14386","scratched",4
"14387","scratching",2
"14388","scream",16
"14389","screamed",5
"14390","screaming",10
"14391","screams",5
"14392","screeching",3
"14393","screen",38
"14394","screened",2
"14395","screening",4
"14396","screenings",3
"14397","screenplay",2
"14398","screenplays",2
"14399","screens",8
"14400","screenshot",2
"14401","screenwriter",2
"14402","screw",4
"14403","scrimmage",8
"14404","script",17
"14405","scripted",2
"14406","scripts",4
"14407","scripture",9
"14408","scriptures",6
"14409","scroll",4
"14410","scrooge",5
"14411","scrub",5
"14412","scrubbing",2
"14413","scrutiny",3
"14414","scuba",2
"14415","sculpted",3
"14416","sculpting",2
"14417","sculptors",2
"14418","sculpture",2
"14419","sculptures",2
"14420","scum",2
"14421","scutari",2
"14422","sdk",2
"14423","se",3
"14424","sea",34
"14425","seacrets",3
"14426","seafood",8
"14427","seahawks",3
"14428","seal",12
"14429","sealed",3
"14430","seals",5
"14431","seam",6
"14432","seamlessly",4
"14433","sean",8
"14434","search",42
"14435","searched",6
"14436","searches",3
"14437","searching",15
"14438","seared",3
"14439","searing",2
"14440","sears",3
"14441","seas",8
"14442","seaso",2
"14443","season",207
"14444","seasonal",14
"14445","seasoned",5
"14446","seasoning",3
"14447","seasons",21
"14448","seastrunk",2
"14449","seat",42
"14450","seated",5
"14451","seating",5
"14452","seats",25
"14453","seattle",18
"14454","seaworld",3
"14455","sec",9
"14456","secaucus",2
"14457","seclusion",4
"14458","second",243
"14459","secondary",17
"14460","secondly",4
"14461","seconds",35
"14462","secrecy",4
"14463","secret",50
"14464","secretaries",2
"14465","secretary",22
"14466","secretly",3
"14467","secrets",8
"14468","section",45
"14469","sections",17
"14470","sector",14
"14471","sectors",5
"14472","secular",3
"14473","secure",13
"14474","secured",4
"14475","securing",2
"14476","securities",7
"14477","security",76
"14478","seda",3
"14479","seduced",2
"14480","seducing",2
"14481","seductive",2
"14482","see",626
"14483","seed",19
"14484","seeded",8
"14485","seedlings",2
"14486","seeds",14
"14487","seeing",82
"14488","seek",28
"14489","seekers",3
"14490","seeking",20
"14491","seeks",8
"14492","seem",80
"14493","seemed",71
"14494","seeming",4
"14495","seemingly",14
"14496","seems",146
"14497","seen",159
"14498","seep",2
"14499","seeps",2
"14500","sees",22
"14501","segment",11
"14502","segregated",4
"14503","sehun",2
"14504","seize",5
"14505","seized",5
"14506","seizure",4
"14507","seizures",2
"14508","selam",2
"14509","seldom",6
"14510","select",16
"14511","selected",15
"14512","selecting",2
"14513","selection",18
"14514","selections",4
"14515","self",101
"14516","selfish",3
"14517","sell",45
"14518","seller",3
"14519","sellers",3
"14520","selling",35
"14521","sells",6
"14522","semester",13
"14523","semi",4
"14524","semifinal",2
"14525","semifinals",3
"14526","seminar",2
"14527","seminary",3
"14528","sen",23
"14529","senate",37
"14530","senator",7
"14531","senators",4
"14532","send",46
"14533","sendak",2
"14534","sending",23
"14535","sends",2
"14536","seneca",2
"14537","senior",56
"14538","seniority",3
"14539","seniors",13
"14540","sens",2
"14541","sensa",3
"14542","sensation",7
"14543","sensations",4
"14544","sense",81
"14545","senses",6
"14546","sensible",3
"14547","sensing",5
"14548","sensitive",12
"14549","sensitivity",7
"14550","sensor",3
"14551","sensory",3
"14552","sensual",2
"14553","sent",89
"14554","sentence",23
"14555","sentenced",6
"14556","sentences",7
"14557","sentencing",8
"14558","sentient",3
"14559","sentiment",25
"14560","sentimental",2
"14561","sentiments",8
"14562","sep",2
"14563","separate",31
"14564","separated",8
"14565","separately",7
"14566","separates",6
"14567","separating",2
"14568","separation",9
"14569","sept",17
"14570","september",37
"14571","sequel",5
"14572","sequence",11
"14573","sequences",3
"14574","serene",3
"14575","serenity",5
"14576","sergeant",7
"14577","sergio",2
"14578","serial",8
"14579","series",110
"14580","serious",59
"14581","seriously",54
"14582","seriousness",2
"14583","sermon",5
"14584","sermons",3
"14585","serra",2
"14586","servant",7
"14587","servants",4
"14588","serve",59
"14589","served",53
"14590","server",3
"14591","servers",3
"14592","serves",18
"14593","service",95
"14594","services",86
"14595","serving",28
"14596","servings",3
"14597","sesame",5
"14598","session",48
"14599","sessions",21
"14600","set",247
"14601","setbacks",2
"14602","seth",5
"14603","seton",3
"14604","sets",32
"14605","setting",30
"14606","settings",12
"14607","settle",18
"14608","settled",18
"14609","settlement",6
"14610","settlements",2
"14611","settlers",2
"14612","settles",6
"14613","settling",7
"14614","seven",54
"14615","seventh",23
"14616","seventies",5
"14617","seventy",4
"14618","several",150
"14619","severe",23
"14620","sew",9
"14621","sewed",3
"14622","sewer",2
"14623","sewing",17
"14624","sewn",3
"14625","sex",67
"14626","sexes",3
"14627","sexual",30
"14628","sexuality",4
"14629","sexually",9
"14630","sexy",11
"14631","sf",5
"14632","sfa",2
"14633","sg",2
"14634","shabby",2
"14635","shade",11
"14636","shades",14
"14637","shading",3
"14638","shadow",12
"14639","shadows",11
"14640","shadowvein",2
"14641","shady",2
"14642","shake",16
"14643","shaken",4
"14644","shaker",6
"14645","shakes",3
"14646","shakespeare",16
"14647","shaking",9
"14648","shakti",2
"14649","shaky",6
"14650","shale",5
"14651","shall",50
"14652","shallots",4
"14653","shallow",11
"14654","sham",2
"14655","shame",13
"14656","shameless",2
"14657","shampoo",3
"14658","shampooing",2
"14659","shampoos",2
"14660","shamrock",3
"14661","shane",6
"14662","shanghai",5
"14663","shanghainese",2
"14664","shannon",3
"14665","shape",35
"14666","shaped",9
"14667","shapes",8
"14668","shaping",10
"14669","shapiro",2
"14670","sharapova",2
"14671","shards",4
"14672","share",131
"14673","shared",34
"14674","shareholder",4
"14675","shareholders",5
"14676","shares",18
"14677","shari",2
"14678","sharing",29
"14679","shark",4
"14680","sharks",5
"14681","sharma",2
"14682","sharon",8
"14683","sharp",18
"14684","sharpe",2
"14685","sharpen",2
"14686","sharper",4
"14687","sharply",3
"14688","sharron",2
"14689","shatat",2
"14690","shattered",6
"14691","shattering",3
"14692","shave",3
"14693","shaved",2
"14694","shaving",2
"14695","shaw",3
"14696","shawn",2
"14697","shay",2
"14698","shea",4
"14699","sheaf",3
"14700","sheamus",2
"14701","shear",2
"14702","shed",12
"14703","sheds",5
"14704","sheen",4
"14705","sheep",9
"14706","sheepish",2
"14707","sheer",14
"14708","sheet",26
"14709","sheets",16
"14710","sheikh",2
"14711","sheila",2
"14712","shekel",2
"14713","shelby",3
"14714","sheldon",3
"14715","shelf",12
"14716","shell",11
"14717","shelling",2
"14718","shells",5
"14719","shelter",13
"14720","sheltered",3
"14721","shelves",14
"14722","shepard",3
"14723","shepherd",8
"14724","sheridan",2
"14725","sheriff",20
"14726","sherlock",2
"14727","sherman",2
"14728","sherry",2
"14729","shi",23
"14730","shield",2
"14731","shields",6
"14732","shift",24
"14733","shifted",5
"14734","shifting",5
"14735","shifts",4
"14736","shiller",2
"14737","shimer",3
"14738","shimmer",3
"14739","shimmering",3
"14740","shin",3
"14741","shine",10
"14742","shined",2
"14743","shiner",2
"14744","shines",5
"14745","shining",2
"14746","shinobu",3
"14747","shiny",5
"14748","ship",17
"14749","shipped",5
"14750","shipping",8
"14751","ships",3
"14752","shiro",2
"14753","shis",11
"14754","shit",41
"14755","shitting",2
