"","n.gram","counts"
"14584","taste just",2
"14585","taste texture",2
"14586","taste w",2
"14587","tasted good",3
"14588","tasted like",5
"14589","tastes bad",2
"14590","tastes better",2
"14591","tastes like",3
"14592","tate modern",2
"14593","taught anyone",2
"14594","taught people",2
"14595","taught read",2
"14596","tax bill",2
"14597","tax breaks",3
"14598","tax cheat",2
"14599","tax code",3
"14600","tax credits",2
"14601","tax dollars",2
"14602","tax expes",2
"14603","tax incentives",2
"14604","tax rate",4
"14605","tax returns",2
"14606","tax rich",2
"14607","tax time",2
"14608","taxi driver",2
"14609","taxpayer funded",3
"14610","taylor swift",3
"14611","tea pay",8
"14612","teach children",6
"14613","teach read",2
"14614","teacher magic",2
"14615","teacher training",2
"14616","teachers administrators",2
"14617","teachers students",2
"14618","teachers unions",2
"14619","teaching learning",2
"14620","teaching marriage",2
"14621","team also",2
"14622","team brand",2
"14623","team challenge",2
"14624","team coming",2
"14625","team fired",2
"14626","team first",3
"14627","team game",2
"14628","team gets",3
"14629","team go",2
"14630","team high",2
"14631","team hits",2
"14632","team home",2
"14633","team led",4
"14634","team mates",2
"14635","team meetings",2
"14636","team member",2
"14637","team one",2
"14638","team play",2
"14639","team really",3
"14640","team right",4
"14641","team scientists",2
"14642","team since",2
"14643","team work",2
"14644","team year",2
"14645","teams players",2
"14646","ted kulongoski",2
"14647","ted mondale",2
"14648","teenage self",2
"14649","teenage years",2
"14650","teens can",2
"14651","teens n",2
"14652","tel aviv",2
"14653","telephone call",2
"14654","television channels",2
"14655","television station",3
"14656","tell anyone",4
"14657","tell best",2
"14658","tell difference",2
"14659","tell everything",2
"14660","tell felt",3
"14661","tell husband",2
"14662","tell just",3
"14663","tell little",2
"14664","tell many",2
"14665","tell now",3
"14666","tell people",2
"14667","tell story",6
"14668","tell tale",2
"14669","tell truth",2
"14670","tell unique",2
"14671","tell us",13
"14672","tell way",2
"14673","tell whole",2
"14674","telling truth",3
"14675","tells story",2
"14676","tells us",7
"14677","temporary basis",2
"14678","ten billion",2
"14679","ten bucks",2
"14680","ten days",2
"14681","ten dollars",2
"14682","ten minutes",6
"14683","ten years",11
"14684","tend get",2
"14685","tend live",2
"14686","tennis balls",2
"14687","tens millions",3
"14688","tens thousands",2
"14689","tentative notes",2
"14690","term care",2
"14691","term limits",3
"14692","term school",2
"14693","term treasurys",2
"14694","terms just",2
"14695","terms time",2
"14696","terrible thing",2
"14697","terrorist attacks",2
"14698","test results",2
"14699","test test",2
"14700","test theories",2
"14701","test tomorrow",2
"14702","testimony man",2
"14703","testosterone production",2
"14704","texas get",2
"14705","texas jerusalem",2
"14706","texas m",4
"14707","texas pacific",2
"14708","texas rangers",3
"14709","texas years",2
"14710","text also",2
"14711","text back",3
"14712","text messages",2
"14713","texts emails",2
"14714","th act",2
"14715","th anniversary",9
"14716","th annual",5
"14717","th april",2
"14718","th avenue",2
"14719","th best",2
"14720","th bihday",9
"14721","th c",2
"14722","th century",14
"14723","th clan",2
"14724","th district",3
"14725","th first",2
"14726","th grade",11
"14727","th january",3
"14728","th july",2
"14729","th june",2
"14730","th may",2
"14731","th minute",3
"14732","th noon",2
"14733","th note",2
"14734","th overall",3
"14735","th pick",2
"14736","th september",2
"14737","th st",7
"14738","th street",10
"14739","th th",9
"14740","th year",2
"14741","thai women",2
"14742","thank blast",2
"14743","thank coming",3
"14744","thank everyone",2
"14745","thank following",2
"14746","thank god",7
"14747","thank goodness",7
"14748","thank lovely",2
"14749","thank much",12
"14750","thank now",2
"14751","thank person",2
"14752","thank suppo",2
"14753","thank thank",4
"14754","thank u",2
"14755","thank wonderful",2
"14756","thankful family",2
"14757","thanks coming",2
"14758","thanks everyone",5
"14759","thanks follow",3
"14760","thanks following",3
"14761","thanks friend",2
"14762","thanks girls",2
"14763","thanks great",4
"14764","thanks listening",2
"14765","thanks man",2
"14766","thanks mel",2
"14767","thanks much",12
"14768","thanks reading",3
"14769","thanks sharing",3
"14770","thanks shout",2
"14771","thanks speakers",2
"14772","thanks thanks",2
"14773","thanks work",2
"14774","theater bismarck",2
"14775","theater stage",2
"14776","theistic narrative",2
"14777","theme month",2
"14778","theme pay",2
"14779","themed bar",2
"14780","therapy assistants",2
"14781","therefore try",2
"14782","theresa may",2
"14783","thin slices",3
"14784","thing become",2
"14785","thing called",2
"14786","thing can",4
"14787","thing come",2
"14788","thing decided",2
"14789","thing ever",3
"14790","thing getting",2
"14791","thing got",3
"14792","thing happened",3
"14793","thing help",3
"14794","thing just",7
"14795","thing keep",4
"14796","thing kids",2
"14797","thing know",5
"14798","thing last",2
"14799","thing left",2
"14800","thing like",4
"14801","thing made",2
"14802","thing make",2
"14803","thing many",2
"14804","thing need",2
"14805","thing never",3
"14806","thing next",2
"14807","thing one",2
"14808","thing past",2
"14809","thing people",2
"14810","thing remember",2
"14811","thing say",3
"14812","thing since",3
"14813","thing stuck",2
"14814","thing sure",2
"14815","thing though",3
"14816","thing time",2
"14817","thing two",2
"14818","thing want",3
"14819","thing well",3
"14820","things also",3
"14821","things bag",2
"14822","things better",3
"14823","things can",7
"14824","things change",2
"14825","things changed",2
"14826","things come",4
"14827","things don",3
"14828","things driving",2
"14829","things easily",2
"14830","things end",2
"14831","things finally",2
"14832","things find",2
"14833","things first",3
"14834","things get",9
"14835","things go",2
"14836","things god",2
"14837","things going",5
"14838","things good",3
"14839","things hanging",2
"14840","things happen",3
"14841","things happened",6
"14842","things harder",2
"14843","things including",2
"14844","things just",7
"14845","things kind",2
"14846","things know",3
"14847","things life",8
"14848","things like",22
"14849","things little",3
"14850","things love",4
"14851","things made",2
"14852","things make",5
"14853","things may",3
"14854","things might",5
"14855","things month",2
"14856","things nature",2
"14857","things need",2
"14858","things needed",3
"14859","things never",4
"14860","things people",2
"14861","things post",2
"14862","things read",2
"14863","things really",3
"14864","things right",4
"14865","things say",3
"14866","things school",2
"14867","things see",2
"14868","things simply",2
"14869","things spring",2
"14870","things still",2
"14871","things stopped",2
"14872","things take",3
"14873","things think",3
"14874","things together",3
"14875","things want",3
"14876","things wish",4
"14877","things world",2
"14878","things worse",3
"14879","think aboion",2
"14880","think actually",2
"14881","think anyone",2
"14882","think back",2
"14883","think best",4
"14884","think better",4
"14885","think bit",2
"14886","think book",2
"14887","think brother",2
"14888","think can",12
"14889","think cold",2
"14890","think d",4
"14891","think developed",2
"14892","think ever",4
"14893","think every",4
"14894","think everyone",3
"14895","think fantastic",2
"14896","think fast",2
"14897","think feel",2
"14898","think finally",2
"14899","think fit",2
"14900","think found",2
"14901","think friend",2
"14902","think fun",2
"14903","think funny",3
"14904","think get",3
"14905","think given",2
"14906","think go",2
"14907","think going",6
"14908","think good",4
"14909","think got",5
"14910","think great",5
"14911","think happen",2
"14912","think impoant",5
"14913","think just",6
"14914","think kind",3
"14915","think knew",2
"14916","think know",2
"14917","think legitimate",2
"14918","think like",11
"14919","think little",3
"14920","think ll",3
"14921","think long",2
"14922","think looks",2
"14923","think lot",2
"14924","think made",4
"14925","think many",3
"14926","think may",2
"14927","think maybe",2
"14928","think might",4
"14929","think much",3
"14930","think need",4
"14931","think never",2
"14932","think next",3
"14933","think nice",4
"14934","think ok",3
"14935","think one",8
"14936","think opinion",2
"14937","think people",4
"14938","think possible",2
"14939","think pretty",5
"14940","think process",2
"14941","think quite",3
"14942","think re",2
"14943","think really",3
"14944","think reasonable",2
"14945","think right",2
"14946","think safe",3
"14947","think see",3
"14948","think something",7
"14949","think tank",3
"14950","think think",3
"14951","think time",6
"14952","think tomorrow",2
"14953","think us",4
"14954","think using",3
"14955","think viewers",2
"14956","think want",4
"14957","think way",2
"14958","think wonderful",2
"14959","think works",2
"14960","think wrong",2
"14961","thinking guys",2
"14962","thinking just",3
"14963","thinking life",2
"14964","thinking like",2
"14965","thinking long",2
"14966","thinking may",3
"14967","thinking straight",2
"14968","thinking things",2
"14969","thinking time",3
"14970","thinking writing",2
"14971","third album",2
"14972","third base",2
"14973","third book",2
"14974","third consecutive",2
"14975","third day",3
"14976","third grade",5
"14977","third home",2
"14978","third inning",2
"14979","third largest",2
"14980","third novel",2
"14981","third one",2
"14982","third pay",5
"14983","third place",3
"14984","third point",2
"14985","third quaer",11
"14986","third season",2
"14987","third st",2
"14988","third stringer",2
"14989","third week",2
"14990","third year",4
"14991","thiy minutes",3
"14992","thiy years",3
"14993","thomas apostle",2
"14994","thoroughly vetted",2
"14995","thou must",2
"14996","though actor",2
"14997","though actual",2
"14998","though actually",2
"14999","though always",2
"15000","though bit",2
"15001","though christmas",2
"15002","though company",2
"15003","though don",2
"15004","though feel",2
"15005","though grew",2
"15006","though just",6
"15007","though like",2
"15008","though love",2
"15009","though m",2
"15010","though many",2
"15011","though mostly",2
"15012","though much",2
"15013","though necessarily",2
"15014","though need",2
"15015","though never",3
"15016","though one",2
"15017","though people",2
"15018","though really",2
"15019","though says",2
"15020","though see",2
"15021","though since",3
"15022","though stay",2
"15023","though still",3
"15024","though sure",4
"15025","though taste",2
"15026","though think",3
"15027","though today",2
"15028","though ve",5
"15029","though way",2
"15030","thought can",3
"15031","thought d",4
"15032","thought didn",3
"15033","thought every",2
"15034","thought forgot",2
"15035","thought found",2
"15036","thought fun",4
"15037","thought get",2
"15038","thought go",2
"15039","thought god",2
"15040","thought going",3
"15041","thought good",6
"15042","thought happy",3
"15043","thought hear",2
"15044","thought just",3
"15045","thought kind",3
"15046","thought knew",5
"15047","thought left",2
"15048","thought like",3
"15049","thought long",2
"15050","thought lot",2
"15051","thought love",2
"15052","thought m",2
"15053","thought make",2
"15054","thought man",2
"15055","thought maybe",2
"15056","thought might",4
"15057","thought nice",3
"15058","thought perfect",4
"15059","thought possible",2
"15060","thought pretty",2
"15061","thought process",3
"15062","thought put",2
"15063","thought real",2
"15064","thought really",2
"15065","thought see",2
"15066","thought seen",2
"15067","thought share",2
"15068","thought simple",2
"15069","thought sure",2
"15070","thought take",3
"15071","thought time",2
"15072","thought trying",2
"15073","thought want",2
"15074","thought wonderful",2
"15075","thoughts like",2
"15076","thoughts prayers",2
"15077","thoughts way",2
"15078","thousands people",2
"15079","thread tension",2
"15080","three cases",2
"15081","three chapters",2
"15082","three counts",2
"15083","three day",2
"15084","three days",15
"15085","three different",2
"15086","three dimensional",2
"15087","three first",2
"15088","three four",11
"15089","three fundamentals",3
"15090","three game",3
"15091","three games",4
"15092","three girls",2
"15093","three good",2
"15094","three grandchildren",2
"15095","three hits",3
"15096","three hour",2
"15097","three hours",5
"15098","three little",3
"15099","three major",2
"15100","three minutes",4
"15101","three months",12
"15102","three novels",2
"15103","three others",2
"15104","three people",3
"15105","three point",2
"15106","three quaers",4
"15107","three runs",2
"15108","three seasons",2
"15109","three seconds",2
"15110","three separate",2
"15111","three shades",2
"15112","three time",4
"15113","three times",11
"15114","three top",2
"15115","three u",2
"15116","three us",2
"15117","three week",2
"15118","three weeks",8
"15119","three year",5
"15120","three years",35
"15121","three young",2
"15122","thrift store",4
"15123","throughout april",2
"15124","throughout career",4
"15125","throughout country",2
"15126","throughout day",5
"15127","throughout history",2
"15128","throughout process",2
"15129","throughout world",2
"15130","throughout year",5
"15131","throw away",5
"15132","throw medi",2
"15133","throw pay",3
"15134","throw tiles",2
"15135","throws us",2
"15136","throws wrench",2
"15137","thump ka",2
"15138","thursday morning",4
"15139","thursday night",10
"15140","thursday oct",2
"15141","thursday p",3
"15142","thursday third",2
"15143","thus far",3
"15144","thus great",2
"15145","thus making",2
"15146","thus sexual",2
"15147","thy child",3
"15148","thy face",2
"15149","thyme pepper",2
"15150","thyroid now",2
"15151","tidal wave",3
"15152","tide lifts",2
"15153","tie game",2
"15154","tight little",2
"15155","tight supply",2
"15156","till get",2
"15157","till met",2
"15158","tillamook county",2
"15159","tim holtz",4
"15160","tim tebow",4
"15161","time able",2
"15162","time also",2
"15163","time although",2
"15164","time always",2
"15165","time among",2
"15166","time another",6
"15167","time around",7
"15168","time ask",2
"15169","time asked",2
"15170","time available",2
"15171","time back",3
"15172","time beating",2
"15173","time became",2
"15174","time began",2
"15175","time bit",2
"15176","time book",2
"15177","time buy",2
"15178","time came",2
"15179","time can",6
"15180","time challenges",2
"15181","time chance",2
"15182","time change",2
"15183","time city",2
"15184","time come",3
"15185","time comes",4
"15186","time coming",2
"15187","time complete",2
"15188","time consuming",3
"15189","time create",2
"15190","time cut",2
"15191","time day",3
"15192","time death",3
"15193","time defending",2
"15194","time defensive",2
"15195","time didn",5
"15196","time enjoy",2
"15197","time enter",2
"15198","time even",5
"15199","time ever",2
"15200","time everything",2
"15201","time family",3
"15202","time far",2
"15203","time favorite",2
"15204","time felt",2
"15205","time figuring",2
"15206","time finally",2
"15207","time first",4
"15208","time five",2
"15209","time friend",2
"15210","time fun",3
"15211","time get",14
"15212","time getting",2
"15213","time give",3
"15214","time go",9
"15215","time god",2
"15216","time goes",3
"15217","time gone",3
"15218","time got",5
"15219","time greatest",2
"15220","time grow",2
"15221","time hard",2
"15222","time hea",2
"15223","time head",3
"15224","time hear",2
"15225","time high",3
"15226","time hit",2
"15227","time hope",2
"15228","time hospital",2
"15229","time however",4
"15230","time idea",3
"15231","time instead",2
"15232","time job",3
"15233","time just",9
"15234","time kid",2
"15235","time know",2
"15236","time last",3
"15237","time later",2
"15238","time learn",3
"15239","time least",2
"15240","time leave",2
"15241","time left",2
"15242","time let",3
"15243","time like",6
"15244","time little",3
"15245","time live",4
"15246","time look",2
"15247","time lords",2
"15248","time lost",2
"15249","time love",3
"15250","time machine",4
"15251","time magazine",2
"15252","time make",3
"15253","time making",3
"15254","time management",2
"15255","time many",2
"15256","time maybe",4
"15257","time missing",2
"15258","time money",5
"15259","time months",2
"15260","time morning",2
"15261","time move",2
"15262","time mr",2
"15263","time much",2
"15264","time need",2
"15265","time new",6
"15266","time night",2
"15267","time nothing",2
"15268","time now",9
"15269","time ohio",2
"15270","time one",4
"15271","time opening",2
"15272","time pa",3
"15273","time passes",3
"15274","time pay",2
"15275","time people",3
"15276","time period",3
"15277","time place",2
"15278","time play",2
"15279","time played",2
"15280","time playing",3
"15281","time plenty",2
"15282","time praying",2
"15283","time prepare",2
"15284","time read",3
"15285","time reading",4
"15286","time really",2
"15287","time record",2
"15288","time research",2
"15289","time resources",2
"15290","time right",6
"15291","time running",3
"15292","time saw",5
"15293","time say",4
"15294","time second",2
"15295","time see",5
"15296","time seen",2
"15297","time served",2
"15298","time shoot",2
"15299","time sign",2
"15300","time since",10
"15301","time someone",3
"15302","time sometimes",2
"15303","time soon",3
"15304","time state",3
"15305","time stay",2
"15306","time still",4
"15307","time story",2
"15308","time student",2
"15309","time take",6
"15310","time takes",5
"15311","time talents",2
"15312","time talk",2
"15313","time think",4
"15314","time though",2
"15315","time thought",4
"15316","time time",13
"15317","time together",5
"15318","time took",3
"15319","time totally",3
"15320","time train",2
"15321","time tried",3
"15322","time try",3
"15323","time trying",2
"15324","time two",3
"15325","time us",4
"15326","time use",2
"15327","time used",4
"15328","time ve",2
"15329","time walk",2
"15330","time want",7
"15331","time waste",2
"15332","time way",3
"15333","time week",4
"15334","time weekend",2
"15335","time well",5
"15336","time went",3
"15337","time whole",2
"15338","time without",2
"15339","time won",2
"15340","time work",5
"15341","time world",4
"15342","time writing",2
"15343","time year",16
"15344","time years",3
"15345","timely manner",2
"15346","times boston",2
"15347","times day",4
"15348","times got",2
"15349","times hard",2
"15350","times like",2
"15351","times made",2
"15352","times many",2
"15353","times may",2
"15354","times movie",2
"15355","times national",2
"15356","times need",2
"15357","times now",2
"15358","times square",2
"15359","times ten",3
"15360","times today",3
"15361","times tough",2
"15362","times ve",4
"15363","times want",2
"15364","times well",2
"15365","tin foil",2
"15366","tina fey",2
"15367","tinyurl com",3
"15368","tips get",2
"15369","tired hearing",2
"15370","tired just",2
"15371","tired old",2
"15372","title game",3
"15373","title match",2
"15374","title song",2
"15375","title suggests",2
"15376","today always",2
"15377","today another",2
"15378","today anyway",2
"15379","today better",2
"15380","today came",3
"15381","today can",2
"15382","today consumer",2
"15383","today day",5
"15384","today enjoy",2
"15385","today first",4
"15386","today friend",2
"15387","today get",3
"15388","today going",4
"15389","today gonna",2
"15390","today hand",2
"15391","today happy",3
"15392","today hope",2
"15393","today just",2
"15394","today like",6
"15395","today little",2
"15396","today m",2
"15397","today new",2
"15398","today one",5
"15399","today people",2
"15400","today saved",2
"15401","today saw",2
"15402","today see",3
"15403","today still",6
"15404","today thought",2
"15405","today time",2
"15406","today today",3
"15407","today weather",2
"15408","today went",2
"15409","today working",2
"15410","today world",2
"15411","today yet",2
"15412","tofu egg",2
"15413","together also",3
"15414","together can",6
"15415","together even",2
"15416","together ground",2
"15417","together like",2
"15418","together month",2
"15419","together now",2
"15420","together one",4
"15421","together remember",2
"15422","together since",3
"15423","together taking",2
"15424","together think",2
"15425","toilet paper",3
"15426","toilla chips",2
"15427","told already",2
"15428","told associated",3
"15429","told board",2
"15430","told crowd",2
"15431","told d",4
"15432","told daily",2
"15433","told feel",2
"15434","told friend",2
"15435","told get",3
"15436","told just",2
"15437","told live",2
"15438","told many",2
"15439","told need",2
"15440","told okay",2
"15441","told one",5
"15442","told police",4
"15443","told post",2
"15444","told probably",2
"15445","told repoers",2
"15446","told us",9
"15447","told wife",2
"15448","tom cruise",2
"15449","tom waits",2
"15450","tomato sauce",3
"15451","tomorrow anything",2
"15452","tomorrow going",2
"15453","tomorrow morning",2
"15454","tomorrow night",7
"15455","tomorrow really",2
"15456","tonight game",2
"15457","tonight just",3
"15458","tonight second",2
"15459","tony stewa",2
"15460","took advantage",5
"15461","took back",3
"15462","took care",2
"15463","took couple",3
"15464","took day",2
"15465","took first",4
"15466","took fishing",2
"15467","took get",2
"15468","took getting",2
"15469","took hold",2
"15470","took home",2
"15471","took issue",2
"15472","took just",2
"15473","took life",3
"15474","took longer",2
"15475","took lunch",2
"15476","took moment",2
"15477","took money",2
"15478","took name",2
"15479","took office",4
"15480","took pa",3
"15481","took picture",3
"15482","took pictures",3
"15483","took place",14
"15484","took plane",2
"15485","took stage",2
"15486","took step",2
"15487","took team",2
"15488","took toll",2
"15489","took two",2
"15490","took us",2
"15491","took years",2
"15492","tool today",3
"15493","tools skills",2
"15494","tooth fairy",3
"15495","top ch",2
"15496","top countdown",2
"15497","top drawer",2
"15498","top five",5
"15499","top layer",2
"15500","top lungs",2
"15501","top notch",2
"15502","top priority",4
"15503","top speed",2
"15504","top things",2
"15505","top tip",2
"15506","topic really",2
"15507","torrid paintball",2
"15508","total kitchen",4
"15509","total million",2
"15510","total two",2
"15511","totally destroyed",2
"15512","totally different",4
"15513","totally fine",2
"15514","totally forgotten",2
"15515","totally love",3
"15516","totally wrong",2
"15517","touch something",2
"15518","touched inspired",2
"15519","touching customers",2
"15520","touching one",2
"15521","tough one",4
"15522","tough time",3
"15523","tour dates",2
"15524","tour guide",2
"15525","tour year",2
"15526","tourism awareness",2
"15527","tourism last",2
"15528","tournament next",2
"15529","tournament run",2
"15530","tow and",2
"15531","toward end",4
"15532","toward goal",2
"15533","toward high",2
"15534","toward people",2
"15535","toward us",2
"15536","towards end",3
"15537","towel chop",2
"15538","town country",2
"15539","town mother",2
"15540","town police",2
"15541","town quiet",2
"15542","town square",2
"15543","toxic treatment",2
"15544","track field",3
"15545","track record",2
"15546","trade center",6
"15547","trade deal",2
"15548","trade just",2
"15549","trade mark",3
"15550","trade unions",2
"15551","trades unions",3
"15552","traditional bible",2
"15553","traffic one",2
"15554","traffic safety",2
"15555","tragic end",2
"15556","trail blazers",2
"15557","train moses",2
"15558","train ride",2
"15559","trained one",2
"15560","training camp",2
"15561","training marathon",2
"15562","training new",2
"15563","training plan",3
"15564","training received",2
"15565","training stas",4
"15566","transitional government",2
"15567","trash bags",2
"15568","trash cans",2
"15569","trauma care",2
"15570","traumatic brain",2
"15571","traumatic stress",2
"15572","traveling along",2
"15573","trayvon main",3
"15574","treasury secretary",2
"15575","treated like",3
"15576","treated released",2
"15577","treatment really",2
"15578","treats like",2
"15579","tree can",2
"15580","tree frogs",2
"15581","tree life",3
"15582","trek can",2
"15583","trench gorger",2
"15584","trend already",2
"15585","trend since",2
"15586","trending twitter",2
"15587","trenton assembly",2
"15588","tres carnales",2
"15589","trial expected",2
"15590","trial scheduled",2
"15591","tricia goyer",2
"15592","tried best",3
"15593","tried first",2
"15594","tried get",5
"15595","tried hardest",2
"15596","tried just",2
"15597","tried make",3
"15598","tried put",2
"15599","tried set",2
"15600","tried shift",2
"15601","tried take",2
"15602","tried talk",2
"15603","tried things",2
"15604","tried true",2
"15605","trip fun",2
"15606","trip get",2
"15607","trip hong",2
"15608","triple jump",2
"15609","troops afghanistan",2
"15610","troops coming",2
"15611","troops iraq",3
"15612","trouble can",3
"15613","trouble come",2
"15614","trouble falling",2
"15615","truck drivers",2
"15616","true blood",2
"15617","true existence",2
"15618","true good",2
"15619","true little",2
"15620","true love",4
"15621","true one",2
"15622","truly amazing",3
"15623","truly believe",2
"15624","truly face",2
"15625","trunk show",2
"15626","trust fund",2
"15627","trust gets",2
"15628","trust god",4
"15629","truth told",3
"15630","try avoid",3
"15631","try best",3
"15632","try better",3
"15633","try change",2
"15634","try control",2
"15635","try create",3
"15636","try explain",3
"15637","try find",5
"15638","try get",6
"15639","try keep",2
"15640","try lot",2
"15641","try make",6
"15642","try new",4
"15643","try next",2
"15644","try post",2
"15645","try sample",2
"15646","try stop",3
"15647","try take",2
"15648","try talk",2
"15649","try tomorrow",2
"15650","trying achieve",2
"15651","trying break",3
"15652","trying catch",2
"15653","trying clean",2
"15654","trying convince",2
"15655","trying different",2
"15656","trying figure",2
"15657","trying find",6
"15658","trying get",13
"15659","trying give",2
"15660","trying hard",3
"15661","trying keep",4
"15662","trying knock",2
"15663","trying live",2
"15664","trying make",10
"15665","trying provide",2
"15666","trying sell",2
"15667","trying take",5
"15668","trying tell",2
"15669","trying work",2
"15670","trying write",4
"15671","tuesday afternoon",2
"15672","tuesday go",2
"15673","tuesday morning",5
"15674","tuesday night",8
"15675","turn around",5
"15676","turn arrow",2
"15677","turn away",2
"15678","turn back",2
"15679","turn heat",4
"15680","turn right",2
"15681","turn talking",2
"15682","turn way",2
"15683","turned around",4
"15684","turned attention",2
"15685","turned away",2
"15686","turned back",4
"15687","turned left",3
"15688","turned right",2
"15689","turned time",2
"15690","turned us",3
"15691","turning every",2
"15692","turning pieces",2
"15693","turning point",2
"15694","turns medium",2
"15695","turns strep",2
"15696","tv dvd",2
"15697","tv film",2
"15698","tv radio",2
"15699","tv ratings",2
"15700","tv show",2
"15701","tv weekend",2
"15702","tweet can",2
"15703","tweet giveaway",2
"15704","tweet tweet",3
"15705","twelve hours",2
"15706","twelve months",2
"15707","twelve years",3
"15708","twenty minutes",4
"15709","twenty years",5
"15710","twice day",2
"15711","twice year",4
"15712","twin brother",2
"15713","twin sister",3
"15714","twin towers",2
"15715","twists turns",2
"15716","twitter facebook",6
"15717","twitter first",2
"15718","twitter see",3
"15719","two additional",2
"15720","two baking",2
"15721","two best",4
"15722","two black",2
"15723","two books",2
"15724","two boys",2
"15725","two can",2
"15726","two cards",2
"15727","two cases",2
"15728","two children",4
"15729","two choices",3
"15730","two college",2
"15731","two copies",2
"15732","two ct",2
"15733","two cups",2
"15734","two days",15
"15735","two decades",5
"15736","two different",4
"15737","two distinct",3
"15738","two dogs",2
"15739","two either",2
"15740","two friends",5
"15741","two games",8
"15742","two go",2
"15743","two guys",3
"15744","two half",7
"15745","two hour",5
"15746","two hours",10
"15747","two houses",2
"15748","two hundred",2
"15749","two inches",2
"15750","two interceptions",2
"15751","two just",2
"15752","two kids",2
"15753","two links",2
"15754","two members",2
"15755","two men",6
"15756","two met",2
"15757","two minute",4
"15758","two minutes",2
"15759","two months",9
"15760","two movies",2
"15761","two one",2
"15762","two others",2
"15763","two pas",3
"15764","two people",4
"15765","two point",2
"15766","two room",2
"15767","two run",2
"15768","two runs",3
"15769","two s",2
"15770","two salads",2
"15771","two seasons",4
"15772","two sections",4
"15773","two separate",2
"15774","two sessions",3
"15775","two sided",2
"15776","two sides",6
"15777","two sons",2
"15778","two things",8
"15779","two thirds",3
"15780","two three",7
"15781","two time",2
"15782","two times",3
"15783","two together",2
"15784","two touchdowns",4
"15785","two us",5
"15786","two versions",2
"15787","two visits",2
"15788","two votes",2
"15789","two week",2
"15790","two weeks",19
"15791","two winners",2
"15792","two year",5
"15793","two years",42
"15794","two young",5
"15795","tyne bridge",4
"15796","type a",3
"15797","type guy",2
"15798","type thing",2
"15799","types applause",2
"15800","types food",2
"15801","typical modern",2
"15802","typically takes",2
"15803","u air",2
"15804","u army",2
"15805","u bank",2
"15806","u chess",2
"15807","u citizens",2
"15808","u citizenship",2
"15809","u constitution",2
"15810","u depament",5
"15811","u district",5
"15812","u get",3
"15813","u government",3
"15814","u justice",2
"15815","u know",2
"15816","u military",5
"15817","u n",2
"15818","u navy",3
"15819","u officials",2
"15820","u patent",2
"15821","u plants",2
"15822","u rep",2
"15823","u sen",3
"15824","u senate",2
"15825","u supreme",4
"15826","u troops",3
"15827","u u",2
"15828","u want",3
"15829","u war",2
"15830","u well",2
"15831","uc berkeley",2
"15832","ucf students",2
"15833","uk amazon",2
"15834","uk can",2
"15835","uk still",2
"15836","ultimately able",2
"15837","ultra settings",2
"15838","unable find",3
"15839","unavailable comment",2
"15840","undergoing treatment",2
"15841","understand basic",2
"15842","understand love",2
"15843","understand meaning",2
"15844","understand means",2
"15845","understand one",2
"15846","understand though",2
"15847","understand view",2
"15848","understanding nature",2
"15849","understood povey",4
"15850","unemployment benefits",2
"15851","unemployment rate",6
"15852","unexpected bride",2
"15853","unfounately got",2
"15854","unfounately one",2
"15855","unfounately still",2
"15856","unfounately time",2
"15857","unfounately ve",3
"15858","unhappy person",2
"15859","uninterrupted open",2
"15860","union city",2
"15861","union contract",2
"15862","unions want",2
"15863","unique individual",2
"15864","unit also",2
"15865","united nations",4
"15866","united states",63
"15867","universal studios",2
"15868","universe one",2
"15869","university avenue",2
"15870","university chicago",3
"15871","university city",2
"15872","university college",5
"15873","university colorado",2
"15874","university hospital",2
"15875","university law",2
"15876","university maryland",4
"15877","university medical",2
"15878","university noh",3
"15879","university press",2
"15880","university school",2
"15881","university st",3
"15882","university system",2
"15883","university virginia",2
"15884","university washington",2
"15885","unless course",2
"15886","unless want",2
"15887","unlike many",4
"15888","unloading dishwasher",2
"15889","unregulated manhattan",2
"15890","unrestricted free",3
"15891","unsalted butter",3
"15892","unspecified amount",2
"15893","unsure whether",2
"15894","unto father",2
"15895","unusual way",2
"15896","unwed mothers",2
"15897","update going",2
"15898","uphill battle",2
"15899","uphold law",2
"15900","upon eah",2
"15901","upon hours",2
"15902","upon reaching",2
"15903","upon seeing",4
"15904","upon state",2
"15905","upon time",2
"15906","upon us",3
"15907","upper room",3
"15908","upper west",3
"15909","ups downs",3
"15910","ups shopping",2
"15911","urban fantasy",2
"15912","urban outfitters",2
"15913","urban renewal",2
"15914","us able",2
"15915","us already",2
"15916","us another",2
"15917","us ate",2
"15918","us back",5
"15919","us baltimore",2
"15920","us believe",2
"15921","us better",2
"15922","us can",7
"15923","us chance",2
"15924","us come",2
"15925","us coming",2
"15926","us company",4
"15927","us continued",2
"15928","us cool",2
"15929","us d",4
"15930","us demand",2
"15931","us done",2
"15932","us even",5
"15933","us every",3
"15934","us everything",2
"15935","us face",2
"15936","us fact",2
"15937","us feel",5
"15938","us find",2
"15939","us free",2
"15940","us get",2
"15941","us getting",2
"15942","us go",3
"15943","us god",2
"15944","us going",2
"15945","us good",3
"15946","us great",2
"15947","us happy",4
"15948","us hour",3
"15949","us just",5
"15950","us key",2
"15951","us know",12
"15952","us leave",2
"15953","us like",3
"15954","us little",3
"15955","us lose",2
"15956","us love",3
"15957","us m",2
"15958","us made",4
